,ADM0_NAME,ADM1_NAME,population
0,Burundi,Bubanza,466432
1,Burundi,Bujumbura Mairie,743377
2,Burundi,Bujumbura Rural,751816
3,Burundi,Bururi,792899
4,Burundi,Cankuzo,315807
5,Burundi,Cibitoke,634877
6,Burundi,Gitega,1099955
7,Burundi,Karuzi,577675
8,Burundi,Kayanza,810563
9,Burundi,Kirundo,861404
10,Burundi,Makamba,497315
11,Burundi,Muramvya,405339
12,Burundi,Muyinga,893381
13,Burundi,Mwaro,379738
14,Burundi,Ngozi,915718
15,Burundi,Rutana,460911
16,Burundi,Ruyigi,554035
17,French Southern and Antarctic Lands (Fr.),Administrative unit not available,0
18,British Indian Ocean Territory (U.K.),Administrative unit not available,0
19,Comoros,Anjouan,54058
20,Comoros,Moheli,295660
21,Comoros,Ngazidja,398348
22,Djibouti,Ali Sabieh,99174
23,Djibouti,Dikhil,101678
24,Djibouti,Djibouti,530818
25,Djibouti,Obock,41178
26,Djibouti,Tadjourah,92081
27,Eritrea,Anseba,690070
28,Eritrea,Archipelagos,16291
29,Eritrea,Debub,1278267
30,Eritrea,Debubawi Keih Bahri,192914
31,Eritrea,Gash Barka,1218359
32,Eritrea,Maekel,465366
33,Eritrea,Semenawi Keih Bahri,1366399
34,Ethiopia,Addis Ababa,4048286
35,Ethiopia,Afar,1908512
36,Ethiopia,Amhara,25413190
37,Ethiopia,Beneshangul Gumu,1018879
38,Ethiopia,Dire Dawa,515863
39,Ethiopia,Gambela,427195
40,Ethiopia,Hareri,257159
41,Ethiopia,Oromia,34991812
42,Ethiopia,SNNPR,19430924
43,Ethiopia,Somali,5459626
44,Ethiopia,Tigray,5840380
45,French Southern and Antarctic Lands (Fr.),Administrative unit not available,0
46,French Southern and Antarctic Lands (Fr.),Administrative unit not available,0
47,French Southern and Antarctic Lands (Fr.),Administrative unit not available,0
48,Kenya,Central,5804920
49,Kenya,Coast,4185601
50,Kenya,Eastern,7190532
51,Kenya,Nairobi,4126510
52,Kenya,North Eastern,1502526
53,Kenya,Nyanza,7015590
54,Kenya,Rift Valley,10957686
55,Kenya,Western,5173176
56,Madagascar,Alaotra Mangoro,1140285
57,Madagascar,Amoron I Mania,797572
58,Madagascar,Analamanga,3651903
59,Madagascar,Analanjirofo,1155085
60,Madagascar,Androy,818743
61,Madagascar,Anosy,744280
62,Madagascar,Atsimo Andrefana,1445822
63,Madagascar,Atsimo Atsinanana,1001348
64,Madagascar,Atsinanana,1370091
65,Madagascar,Betsiboka,326979
66,Madagascar,Boeny,855261
67,Madagascar,Bongolava,511359
68,Madagascar,Diana,748375
69,Madagascar,Haute Matsiatra,1331865
70,Madagascar,Ihorombe,347107
71,Madagascar,Itasy,815193
72,Madagascar,Melaky,314818
73,Madagascar,Menabe,647693
74,Madagascar,Sava,1069712
75,Madagascar,Sofia,1370114
76,Madagascar,Vakinankaratra,2011106
77,Madagascar,Vatovavy Fitovinany,1581643
78,Mozambique,Cabo Delgado,2110232
79,Mozambique,Gaza,1299476
80,Mozambique,Inhambane,1674279
81,Mozambique,Manica,2052083
82,Mozambique,Nampula,5413650
83,Mozambique,Niassa,1723801
84,Mozambique,Sofala,2234340
85,Mozambique,Tete,2643720
86,Mozambique,Zambezia,5258803
87,Mozambique,Maputo,3440134
88,Mozambique,Lago niassa,1394
89,Mauritius,Administrative unit not available,40020
90,Mauritius,Black River,65803
91,Mauritius,Flacq,147563
92,Mauritius,Grand Port,111208
93,Mauritius,Moka,144194
94,Mauritius,Pamplemousses,157590
95,Mauritius,Plaines Wilhems,300036
96,Mauritius,Port Louis,103687
97,Mauritius,Riviere Du Rempart,118873
98,Mauritius,Savanne,57987
99,Malawi,Central Region,7242113
100,Malawi,Northern Region,2236223
101,Malawi,Southern Region,7679399
102,Malawi,Area under National Administration,83470
103,France,Administrative unit not available,217325
104,France,Arrondissement_du_vent,303771
105,France,Arrondissement_souse_le_vent,543711
106,Rwanda,East/Iburasirazuba,2410005
107,Rwanda,Kigali City/Umujyi wa Kigali,1162717
108,Rwanda,North/Amajyaruguru,2202761
109,Rwanda,South/Amajyepfo,2898738
110,Rwanda,West/Iburengerazuba,2932386
111,Somalia,Awdal,437460
112,Somalia,Bakool,433672
113,Somalia,Bari,605488
114,Somalia,Bay,879129
115,Somalia,Banadir,1301034
116,Somalia,Galgaduud,460419
117,Somalia,Gedo,446743
118,Somalia,Hiraan,459039
119,Somalia,Juba Hoose,546706
120,Somalia,Shabelle Hoose,1220242
121,Somalia,Juba Dhexe,330164
122,Somalia,Shabelle Dhexe,722449
123,Somalia,Mudug,486025
124,Somalia,Nugaal,175223
125,Somalia,Sanaag,382975
126,Somalia,Sool,212311
127,Somalia,Togdheer,573848
128,Somalia,Woqooyi Galbeed,1031554
129,South Sudan,El Buheyrat,1056582
130,South Sudan,Unity,901856
131,South Sudan,Central Equatoria,1678230
132,South Sudan,Eastern Equatoria,1289104
133,South Sudan,Jonglei,2054253
134,South Sudan,Northern Bahr El Ghazal,1092285
135,South Sudan,Warab,1419999
136,South Sudan,Western Bahr El Ghazal,454745
137,South Sudan,Western Equatoria,931195
138,South Sudan,Upper Nile,1521338
139,Seychelles,Aldabra,514
140,Seychelles,Alphonse,2
141,Seychelles,Anse Aux Pins,3281
142,Seychelles,Anse Boileau,3889
143,Seychelles,Anse Etoile,5810
144,Seychelles,Anse Royale,4154
145,Seychelles,Aride,3
146,Seychelles,Assumption,34
147,Seychelles,Astove,24
148,Seychelles,Au Cap,4787
149,Seychelles,Baie Lazare,3928
150,Seychelles,Beau Vallon,4112
151,Seychelles,Bel Air,3129
152,Seychelles,Belombre,3442
153,Seychelles,Bijoutier,0
154,Seychelles,Bird,2
155,Seychelles,Cascade,4300
156,Seychelles,Cerf Island,467
157,Seychelles,Conception,42
158,Seychelles,Cosmoledo,15
159,Seychelles,Cousin,89
160,Seychelles,Cousine,0
161,Seychelles,Curieuse,584
162,Seychelles,Darros,5
163,Seychelles,Denis,1
164,Seychelles,Desnoeufs,0
165,Seychelles,Desroches,9
166,Seychelles,English River,3258
167,Seychelles,Farquhar,17
168,Seychelles,Felicite,13
169,Seychelles,Fregate,6
170,Seychelles,Glacis,3107
171,Seychelles,Grand Anse Mahe,4217
172,Seychelles,Grande Soeur,2
173,Seychelles,Ile du Sud,1
174,Seychelles,La Digue,2766
175,Seychelles,Les Mamelles,2773
176,Seychelles,Marie-Louise,1
177,Seychelles,Mont Buxton,1966
178,Seychelles,Mont Fleuri,480
179,Seychelles,North Island,4
180,Seychelles,Petite Soeur,1
181,Seychelles,Plaisance,4083
182,Seychelles,Platte,1
183,Seychelles,Pointe Larue,1781
184,Seychelles,Poivre,2
185,Seychelles,Port Glaud,4022
186,Seychelles,Praslin,7505
187,Seychelles,Providence,5
188,Seychelles,Remire,0
189,Seychelles,Roche Caiman,1433
190,Seychelles,Silhouette,67
191,Seychelles,St Louis,2969
192,Seychelles,St. Francois,0
193,Seychelles,St. Joseph Atoll,3
194,Seychelles,St. Pierre,2
195,Seychelles,Ste Anne,334
196,Seychelles,Takamaka,2381
197,Seychelles,Therese,0
198,Seychelles,Coetivy,25
199,French Southern and Antarctic Lands (Fr.),Administrative unit not available,0
200,Tanzania,Arusha,2163020
201,Tanzania,Dar-es-salaam,3647460
202,Tanzania,Dodoma,2549744
203,Tanzania,Geita,1941297
204,Tanzania,Iringa,1117042
205,Tanzania,Kagera,2998240
206,Tanzania,Kaskazini Pemba,342934
207,Tanzania,Kaskazini Unguja,225251
208,Tanzania,Katavi,688778
209,Tanzania,Kigoma,2228830
210,Tanzania,Kilimanjaro,1952545
211,Tanzania,Kusini Pemba,347307
212,Tanzania,Kusini Unguja,135309
213,Tanzania,Lindi,1107484
214,Tanzania,Manyara,2082973
215,Tanzania,Mara,2292599
216,Tanzania,Mbeya,3250535
217,Tanzania,Mjini Magharibi,566399
218,Tanzania,Morogoro,2585519
219,Tanzania,Mtwara,1582436
220,Tanzania,Mwanza,3128747
221,Tanzania,Njombe,896273
222,Tanzania,Pwani,1284628
223,Tanzania,Rukwa,1222813
224,Tanzania,Ruvuma,1656375
225,Tanzania,Shinyanga,2101382
226,Tanzania,Simiyu,2150228
227,Tanzania,Singida,1653949
228,Tanzania,Tabora,2944342
229,Tanzania,Tanga,2347905
230,Uganda,Adjumani,301278
231,Uganda,Busia,260491
232,Uganda,Hoima,555610
233,Uganda,Jinja,647805
234,Uganda,Kabale,738757
235,Uganda,Kalangala,63519
236,Uganda,Kasese,817868
237,Uganda,Kibaale,664655
238,Uganda,Kisoro,316056
239,Uganda,Moyo,318420
240,Uganda,Ntungamo,622666
241,Uganda,Ssembabule,294590
242,Uganda,Kabarole,570921
243,Uganda,Kaberamaido,215402
244,Uganda,Kampala,2176555
245,Uganda,Kamwenge,430110
246,Uganda,Kanungu,335141
247,Uganda,Kayunga,484299
248,Uganda,Mayuge,328721
249,Uganda,Nakasongola,210139
250,Uganda,Rukungiri,450003
251,Uganda,Wakiso,1526276
252,Uganda,Yumbe,412718
253,Uganda,Amolatar,126772
254,Uganda,Amuria,287344
255,Uganda,Butaleja,257971
256,Uganda,Ibanda,302210
257,Uganda,Isingiro,503393
258,Uganda,Kaabong,627797
259,Uganda,Kaliro,253678
260,Uganda,Katakwi,196860
261,Uganda,Kiruhura,318102
262,Uganda,Koboko,206285
263,Uganda,Luwero,561428
264,Uganda,Mbale,544236
265,Uganda,Mbarara,586166
266,Uganda,Mityana,432820
267,Uganda,Mubende,684946
268,Uganda,Nakaseke,223421
269,Uganda,Tororo,622766
270,Uganda,Budaka,223373
271,Uganda,Abim,86166
272,Uganda,Amuru,206932
273,Uganda,Buliisa,103062
274,Uganda,Kotido,243987
275,Uganda,Namutumba,274276
276,Uganda,Maracha,229130
277,Uganda,Oyam,398689
278,Uganda,Dokolo,196518
279,Uganda,Arua,885042
280,Uganda,Manafwa,423332
281,Uganda,Bukedea,197909
282,Uganda,Bududa,199036
283,Uganda,Rakai,649187
284,Uganda,Lyantonde,106957
285,Uganda,Amudat,102437
286,Uganda,Buikwe,547911
287,Uganda,Buyende,318461
288,Uganda,Kamuli,593042
289,Uganda,Kitgum,268261
290,Uganda,Lamwo,189407
291,Uganda,Nakapiripirit,148306
292,Uganda,Nebbi,412688
293,Uganda,Otuke,77743
294,Uganda,Zombo,270276
295,Uganda,Kyegegwa,178281
296,Uganda,Kyenjojo,427975
297,Uganda,Apac,373648
298,Uganda,Bugiri,308307
299,Uganda,Bukomansimbi,227685
300,Uganda,Bukwo,69138
301,Uganda,Bulambuli,135845
302,Uganda,Bundibugyo,238831
303,Uganda,Bushenyi,338397
304,Uganda,Butambala,142335
305,Uganda,Iganga,585780
306,Uganda,Kalungu,263223
307,Uganda,Kapchorwa,112450
308,Uganda,Sheema,292276
309,Uganda,Kole,272565
310,Uganda,Kween,110029
311,Uganda,Luuka,301777
312,Uganda,Masaka,377059
313,Uganda,Masindi,342693
314,Uganda,Moroto,126649
315,Uganda,Napak,174371
316,Uganda,Ngora,169263
317,Uganda,Buhweju,137688
318,Uganda,Ntoroko,93117
319,Uganda,Pader,228536
320,Uganda,Rubirizi,161672
321,Uganda,Sironko,263692
322,Uganda,Soroti,318041
323,Uganda,Agago,300966
324,Uganda,Alebtong,236259
325,Uganda,Buvuma,76050
326,Uganda,Gomba,218297
327,Uganda,Gulu,477468
328,Uganda,Kiboga,175281
329,Uganda,Kibuku,210082
330,Uganda,Kiryandongo,306953
331,Uganda,Kumi,270733
332,Uganda,Kyankwanzi,194869
333,Uganda,Mitooma,263601
334,Uganda,Mpigi,309099
335,Uganda,Nwoya,65134
336,Uganda,Serere,287711
337,Uganda,Lwengo,395867
338,Uganda,Mukono,697965
339,Uganda,Namayingo,141996
340,Uganda,Pallisa,422280
341,Uganda,Lira,407625
342,Zambia,Central,1395422
343,Zambia,Copperbelt,2429592
344,Zambia,Eastern,2127914
345,Zambia,Luapula,1150401
346,Zambia,Lusaka,2925361
347,Zambia,North-Western,866388
348,Zambia,Northern,2219665
349,Zambia,Southern,1999709
350,Zambia,Western,1094747
351,Zimbabwe,Manicaland,2143467
352,Zimbabwe,Mashonaland Central,1388154
353,Zimbabwe,Mashonaland West,1774508
354,Zimbabwe,Masvingo,1828627
355,Zimbabwe,Matabeleland South,838475
356,Zimbabwe,Midlands,1969900
357,Zimbabwe,Bulawayo,764905
358,Zimbabwe,Harare,2350123
359,Zimbabwe,Matabeleland North,893817
360,Zimbabwe,Mashonaland East,1650709
361,Congo,Bouenza,372267
362,Congo,Brazzaville,1420043
363,Congo,Cuvette,168108
364,Congo,Cuvette-Ouest,78323
365,Congo,Kouilou,300923
366,Congo,Lekoumou,99873
367,Congo,Likouala,105614
368,Congo,Niari,298040
369,Congo,Plateaux,221838
370,Congo,Point-Noire,737159
371,Congo,Pool,649646
372,Congo,Sangha,91372
373,Equatorial Guinea,Annobon,18304
374,Equatorial Guinea,Bioko Norte,184661
375,Equatorial Guinea,Bioko Sur,24564
376,Equatorial Guinea,Centro Sur,102604
377,Equatorial Guinea,Kientem,135333
378,Equatorial Guinea,Litoral,242270
379,Equatorial Guinea,Welenzas,128365
380,Gabon,Estuaire,804567
381,Gabon,Haut-Ogooue,250722
382,Gabon,Moyen-Ogooue,58759
383,Gabon,Ngounie,95962
384,Gabon,Nyanga,45882
385,Gabon,Ogooue-Ivindo,64226
386,Gabon,Ogooue-lolo,65766
387,Gabon,Ogooue-Maritime,149539
388,Gabon,Woleu-Ntem,159085
389,Chad,Biltine,644173
390,Chad,Guera,698556
391,Chad,Lac,292278
392,Chad,Logone Occidental,666952
393,Chad,Salamat,386381
394,Chad,Batha Est,235895
395,Chad,Batha Ouest,421942
396,Chad,Borkou,118447
397,Chad,Ennedi,183141
398,Chad,Tibesti,11611
399,Chad,Baguirmi,540886
400,Chad,Daraba,278265
401,Chad,Hadjer Lamis,1923105
402,Chad,Barl El Gazal,331657
403,Chad,Kanem,726955
404,Chad,Logone Oriental,970215
405,Chad,Mont De Lam,223675
406,Chad,Kabia,561312
407,Chad,Mayo-Boneye,368083
408,Chad,Mayo-Dala,702352
409,Chad,Barh Koh,535276
410,Chad,Lac Iro,218687
411,Chad,Mandoul,795605
412,Chad,Assongha,347008
413,Chad,Ouaddai,711867
414,Chad,Sila,276904
415,Chad,Tandjile Est,327463
416,Chad,Tandjile Ouest,530896
417,São Tomé and Príncipe,Principe,7114
418,São Tomé and Príncipe,Sao Tome,175015
419,Democratic Republic of Congo,Bandundu,8325134
420,Democratic Republic of Congo,Bas-Congo,3082221
421,Democratic Republic of Congo,Equateur,7768496
422,Democratic Republic of Congo,Kasai Occidental,6289007
423,Democratic Republic of Congo,Kasai Oriental,8025703
424,Democratic Republic of Congo,Katanga,9720146
425,Democratic Republic of Congo,Kinshasa,7294138
426,Democratic Republic of Congo,Maniema,2065718
427,Democratic Republic of Congo,Nord-Kivu,5689848
428,Democratic Republic of Congo,Orientale,14973398
429,Democratic Republic of Congo,Sud-Kivu,4128470
430,Cameroon,Adamaoua,1086193
431,Cameroon,Centre,3784919
432,Cameroon,Est,1107697
433,Cameroon,Extrême - Nord,3921128
434,Cameroon,Littoral,3249585
435,Cameroon,Nord,1854859
436,Cameroon,Nord - Ouest,2705153
437,Cameroon,Ouest,2921677
438,Cameroon,Sud,793562
439,Cameroon,Sud - Ouest,1860627
440,Central African Republic,Bamingui-Bangoran,52648
441,Central African Republic,Bangui,473830
442,Central African Republic,Basse-Kotto,311146
443,Central African Republic,Haut-Mbomou,69643
444,Central African Republic,Haute-Kotto,108336
445,Central African Republic,Kémo,149385
446,Central African Republic,Lobaye,308959
447,Central African Republic,Mambéré-Kadéï,455403
448,Central African Republic,Mbomou,202051
449,Central African Republic,Nana-Gribizi,147903
450,Central African Republic,Nana-Mambéré,296997
451,Central African Republic,Ombella M'Poko,761313
452,Central African Republic,Ouaka,345801
453,Central African Republic,Ouham,464194
454,Central African Republic,Ouham Pendé,538914
455,Central African Republic,Sangha-Mbaéré,129768
456,Central African Republic,Vakaga,65652
457,Angola,Bengo,519675
458,Angola,Benguela,2384470
459,Angola,Bie,1403088
460,Angola,Cabinda,550179
461,Angola,Cuando Cubango,471515
462,Angola,Cuanza Sul,1661855
463,Angola,Cunene,799931
464,Angola,Huambo,1995673
465,Angola,Huila,2575752
466,Angola,Kuanza Norte,384287
467,Angola,Luanda,6846136
468,Angola,Lunda Norte,949414
469,Angola,Lunda Sul,463422
470,Angola,Malanje,922002
471,Angola,Moxico,688399
472,Angola,Namibe,429848
473,Angola,Uige,1369989
474,Angola,Zaire,501042
475,Sudan,Al Jazeera,3514559
476,Sudan,Blue Nile,940343
477,Sudan,Khartoum,6323873
478,Sudan,Northern,1031709
479,Sudan,Northern Darfur,2595539
480,Sudan,Nile,1691781
481,Sudan,Sennar,2365717
482,Sudan,Southern Darfur,3692963
483,Sudan,Western Darfur,2364165
484,Sudan,White Nile,3196125
485,Sudan,Southern Kordofan,2793425
486,Sudan,Red Sea,1932280
487,Sudan,Kassala,2442703
488,Sudan,Northern Kordofan,4015028
489,Sudan,Gadaref,1244711
490,Tunisia,Ariana,502927
491,Tunisia,Ben Arous,556883
492,Tunisia,Bizerte,587899
493,Tunisia,Beja,337512
494,Tunisia,Gabes,386075
495,Tunisia,Gafsa,366830
496,Tunisia,Jendouba,456370
497,Tunisia,Kairouan,612415
498,Tunisia,Kasserine,464905
499,Tunisia,Kebili,158182
500,Tunisia,Le Kef,285231
501,Tunisia,Mahdia,422552
502,Tunisia,Manouba,380468
503,Tunisia,Monastir,508295
504,Tunisia,Medenine,486959
505,Tunisia,Nabeul,777669
506,Tunisia,Sfax,1002332
507,Tunisia,Sidi Bouz,442689
508,Tunisia,Siliana,260386
509,Tunisia,Sousse,611687
510,Tunisia,Tataouine,159569
511,Tunisia,Tozeur,109641
512,Tunisia,Tunis,1092433
513,Tunisia,Zaghouan,178963
514,Morocco,Meknès - Tafilalet,1882405
515,Morocco,Oriental,2245701
516,Morocco,Chaouia - Ouardigha,2052347
517,Morocco,Doukkala - Abda,2207420
518,Morocco,Fès - Boulemane,1626610
519,Morocco,Gharb - Chrarda - Béni Hssen,2034702
520,Morocco,Grand Casablanca,5266057
521,Morocco,Guelmim - Es-Semara,478030
522,Morocco,Laâyoune - Boujdour - Sakia El Hamra,43973
523,Morocco,Marrakech - Tensift - Al Haouz,3726029
524,Morocco,Rabat - Salé - Zemmour - Zaer,2493561
525,Morocco,Souss - Massa - Draâ,3526814
526,Morocco,Tadla - Azilal,1645405
527,Morocco,Tanger - Tétouan,2927098
528,Morocco,Taza - Al Hoceima - Taounate,2073640
529,Libya,Ajdabiya (agedabia),194472
530,Libya,Al Aziziyah,476401
531,Libya,Al Fatah,206806
532,Libya,Al Jabal Al Akhdar,226421
533,Libya,Al Jufrah,56009
534,Libya,Al Khoms,237998
535,Libya,Al Kufrah,22338
536,Libya,Ash Shati,77262
537,Libya,Awbari (ubari),109486
538,Libya,Az Zawia (azzawiya),339398
539,Libya,Banghazi,745350
540,Libya,Darnah,174808
541,Libya,Ghadamis,100984
542,Libya,Gharyan,195055
543,Libya,Misurata,361605
544,Libya,Murzuq,69597
545,Libya,Nuqat Al Khams,320954
546,Libya,Sabha,154165
547,Libya,Sawfajjin (sofuljeen),71863
548,Libya,Surt (sirte),72764
549,Libya,Tarhunah,240851
550,Libya,Tripoli (tarabulus),1192089
551,Libya,Tubruq (tobruk),172005
552,Libya,Yafran (yefren),146362
553,Libya,Zeleitin (zliten),258314
554,Arab Republic of Egypt,Alexandria,4961079
555,Arab Republic of Egypt,Assiut,4240344
556,Arab Republic of Egypt,Aswan,1479712
557,Arab Republic of Egypt,Behera,6131629
558,Arab Republic of Egypt,Beni Suef,2871662
559,Arab Republic of Egypt,Cairo,10379141
560,Arab Republic of Egypt,Dakahlia,6171571
561,Arab Republic of Egypt,Damietta,1329265
562,Arab Republic of Egypt,Fayoum,3187840
563,Arab Republic of Egypt,Gharbia,5043327
564,Arab Republic of Egypt,Giza,7110831
565,Arab Republic of Egypt,Ismailia,1142898
566,Arab Republic of Egypt,Kafr El-Shikh,3336683
567,Arab Republic of Egypt,Kalyoubia,5420294
568,Arab Republic of Egypt,Luxor,552383
569,Arab Republic of Egypt,Matrouh,381990
570,Arab Republic of Egypt,Menia,5248853
571,Arab Republic of Egypt,Menoufia,3941498
572,Arab Republic of Egypt,New Valley,199051
573,Arab Republic of Egypt,North Sinai,470943
574,Arab Republic of Egypt,Port Said,1145112
575,Arab Republic of Egypt,Qena,3756834
576,Arab Republic of Egypt,Red Sea,358960
577,Arab Republic of Egypt,Shrkia,6729065
578,Arab Republic of Egypt,South Sinai,173749
579,Arab Republic of Egypt,Suez,661597
580,Arab Republic of Egypt,Suhag,4667842
581,Algeria,Adrar,425704
582,Algeria,Ain-Defla,885439
583,Algeria,Ain-Temouchent,422461
584,Algeria,Alger,3505230
585,Algeria,Annaba,733877
586,Algeria,Batna,1296745
587,Algeria,Bechar,288706
588,Algeria,Bejaia,1054146
589,Algeria,Biskra,842938
590,Algeria,Blida,1176852
591,Algeria,Bordj Bou Arrer,728134
592,Algeria,Bouira,789178
593,Algeria,Boumerdes,926940
594,Algeria,Chlef,1156321
595,Algeria,Constantine,1094475
596,Algeria,Djelfa,1407705
597,Algeria,El Bayadh,295506
598,Algeria,El Oued,770535
599,Algeria,El-Tarf,469049
600,Algeria,Ghardaia,423766
601,Algeria,Guelma,553892
602,Algeria,Illizi,42876
603,Algeria,Jijel,711915
604,Algeria,Khenchela,442492
605,Algeria,Laghouat,547090
606,Algeria,Mascara,1135067
607,Algeria,Medea,900070
608,Algeria,Mila,952452
609,Algeria,Mostaganem,879758
610,Algeria,M'Sila,860479
611,Algeria,Naama,236148
612,Algeria,Oran,1643362
613,Algeria,Ouargla,624522
614,Algeria,Oum El Bouaghi,748031
615,Algeria,Relizane,843869
616,Algeria,Saida,376292
617,Algeria,Setif,1718727
618,Algeria,Sidi Bel Abbes,693671
619,Algeria,Skikda,1031808
620,Algeria,Souk-Ahras,505320
621,Algeria,Tamanrasset,179688
622,Algeria,Tebessa,757875
623,Algeria,Tindouf,51570
624,Algeria,Tiaret,968374
625,Algeria,Tipaza,694663
626,Algeria,Tissemsilt,339725
627,Algeria,Tizi Ouzou,1277153
628,Algeria,Tlemcen,1080896
629,Swaziland,Hhohho,359756
630,Swaziland,Lubombo,264493
631,Swaziland,Manzini,400734
632,Swaziland,Shiselweni,262083
633,South Africa,Eastern Cape,6916471
634,South Africa,Free State,2886248
635,South Africa,Gauteng,12856009
636,South Africa,KwaZulu-Natal,10790334
637,South Africa,Mpumalanga,4270985
638,South Africa,North West,3708559
639,South Africa,Northern Cape,1177004
640,South Africa,Limpopo,5715660
641,South Africa,Western Cape,6106778
642,Namibia,Caprivi,106209
643,Namibia,Erongo,173656
644,Namibia,Hardap,89225
645,Namibia,Karas,84397
646,Namibia,Kavango,256287
647,Namibia,Khomas,401907
648,Namibia,Kunene,99644
649,Namibia,Ohangwena,292758
650,Namibia,Omaheke,78583
651,Namibia,Omusati,289928
652,Namibia,Oshana,208517
653,Namibia,Oshikoto,214996
654,Namibia,Otjozondjupa,163201
655,Lesotho,Berea,292521
656,Lesotho,Butha Buthe,124741
657,Lesotho,Leribe,325419
658,Lesotho,Mafeteng,169172
659,Lesotho,Maseru,522600
660,Lesotho,Mohale's Hoek,225357
661,Lesotho,Mokhotlong,109267
662,Lesotho,Qacha's Nek,77653
663,Lesotho,Quthing,138460
664,Lesotho,Thaba Tseka,148613
665,Botswana,Central,718650
666,Botswana,Chobe,24887
667,Botswana,Ghanzi,33557
668,Botswana,Kgalagadi,49582
669,Botswana,Kgatleng,103980
670,Botswana,Kweneng,342209
671,Botswana,Ngamiland,170151
672,Botswana,North East,180630
673,Botswana,South-East,394419
674,Botswana,Southern,244034
675,The Gambia,Central River,237806
676,The Gambia,Lower River,91395
677,The Gambia,North Bank,258381
678,The Gambia,Upper River,227483
679,The Gambia,West Coast,547486
680,The Gambia,Kanifing Municipal Council,609953
681,Ghana,Ashanti,5273149
682,Ghana,Brong Ahafo,2578332
683,Ghana,Central,2388212
684,Ghana,Eastern,2957262
685,Ghana,Greater Accra,4397033
686,Ghana,Northern,2766104
687,Ghana,Upper East,1154295
688,Ghana,Upper West,763455
689,Ghana,Volta,2520664
690,Ghana,Western,2552309
691,Mauritania,Adrar,93171
692,Mauritania,Assaba,395348
693,Mauritania,Brakna,410370
694,Mauritania,Dakhlet-Nouadhibou,128136
695,Mauritania,Gorgol,381784
696,Mauritania,Guidimakha,285722
697,Mauritania,Hodh Ech Chargi,438331
698,Mauritania,Hodh El Gharbi,348448
699,Mauritania,Inchiri,14228
700,Mauritania,Nouakchott,868238
701,Mauritania,Tagant,117246
702,Mauritania,Tiris-Zemmour,56048
703,Mauritania,Trarza,518231
704,Nigeria,Abia,3791617
705,Nigeria,Abuja,1653941
706,Nigeria,Adamawa,3686830
707,Nigeria,Akwa Ibom,4908112
708,Nigeria,Anambra,5477592
709,Nigeria,Bauchi,6029773
710,Nigeria,Bayelsa,2105421
711,Nigeria,Benue,5523778
712,Nigeria,Borno,5443397
713,Nigeria,Cross River,3794084
714,Nigeria,Delta,5143335
715,Nigeria,Ebonyi,2668071
716,Nigeria,Edo,4323522
717,Nigeria,Ekiti,2983717
718,Nigeria,Enugu,4215247
719,Nigeria,Gombe,3139547
720,Nigeria,Imo,5012739
721,Nigeria,Jigawa,5797445
722,Nigeria,Kaduna,7899085
723,Nigeria,Kano,12252009
724,Nigeria,Katsina,7536720
725,Nigeria,Kebbi,4245421
726,Nigeria,Kogi,4341339
727,Nigeria,Kwara,3221862
728,Nigeria,Lagos,13004152
729,Nigeria,Nassarawa,2461457
730,Nigeria,Niger,5058628
731,Nigeria,Ogun,4603255
732,Nigeria,Ondo,4075412
733,Nigeria,Osun,4939464
734,Nigeria,Oyo,7455068
735,Nigeria,Plateau,4171154
736,Nigeria,Rivers,6206429
737,Nigeria,Sokoto,4710332
738,Nigeria,Taraba,2991747
739,Nigeria,Yobe,3034127
740,Nigeria,Zamfara,4220692
741,Guinea-Bissau,Bafata,266914
742,Guinea-Bissau,Biombo,114913
743,Guinea-Bissau,Bolama/bijagos,35904
744,Guinea-Bissau,Cacheu,209996
745,Guinea-Bissau,Gabu,253031
746,Guinea-Bissau,Oio,261060
747,Guinea-Bissau,Quinara,72172
748,Guinea-Bissau,Sector Autonomo De Bissau,453122
749,Guinea-Bissau,Tombali,97741
750,"Saint Helena, Ascension and Tristan da Cunha (U.K.)",Ascension,5235
751,"Saint Helena, Ascension and Tristan da Cunha (U.K.)",Saint Helena,0
752,"Saint Helena, Ascension and Tristan da Cunha (U.K.)",Tristan Da Cunha,2047
753,Togo,Centrale,730495
754,Togo,Kara,905861
755,Togo,Maritime,2970743
756,Togo,Plateaux,1620002
757,Togo,Savanes,970365
758,Cape Verde,Boa Vista,12841
759,Cape Verde,Brava,4255
760,Cape Verde,Cima,22
761,Cape Verde,Fogo,67045
762,Cape Verde,Ilheu Branco,32
763,Cape Verde,Ilheu Raso,92
764,Cape Verde,Maio,13035
765,Cape Verde,Rombo,17
766,Cape Verde,Sal,6589
767,Cape Verde,Santa Luzia,761
768,Cape Verde,Santiago,123723
769,Cape Verde,Santo Antao,157795
770,Cape Verde,Sao Nicolau,24411
771,Cape Verde,Sao Vicente,73143
772,Niger,Agadez,600984
773,Niger,Diffa,536429
774,Niger,Dosso,2720264
775,Niger,Maradi,4191081
776,Niger,Niamey,1624709
777,Niger,Tahoua,3343801
778,Niger,Tillaberi,3300503
779,Niger,Zinder,3538722
780,Benin,Alibori,852671
781,Benin,Atakora,872335
782,Benin,Atlantique,1366495
783,Benin,Borgou,1197010
784,Benin,Collines,862197
785,Benin,Couffo,850923
