,index,P_number,Project_Name,Approval_Year,Exit_Year,Product_Line,Country,Region,Institution,Lending_Instrument,Practice_Group,Additional_Fin,Project_Cost,Total_Sites,ACTUAL_geoloc,org_id,state,admin2,admin3,admin4,admin5,population,bbox,lat,lng,cost_per_site
793,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3184747,798,Shkodër,,,,,0.0,"{'northeast': [41.998283155353, 19.532231979772224], 'southwest': [41.980295857850145, 19.508028335169183]}",41.98929,19.52013,2294117.6470588236
794,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3184806,799,Lezhë,Rrethi i Kurbinit,,,,8282.0,"{'northeast': [41.58851492518341, 19.706949391984416], 'southwest': [41.56648507481659, 19.677495008015583]}",41.5775,19.69222,2294117.6470588236
795,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3184808,800,Durrës,Durrës District,,,,0.0,"{'northeast': [41.397153997502855, 19.63147846344125], 'southwest': [41.36117940249714, 19.583521536558752]}",41.37917,19.6075,2294117.6470588236
796,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3184862,801,Fier,Rrethi i Lushnjës,,,,41469.0,"{'northeast': [40.968165166613396, 19.739726091171484], 'southwest': [40.9157236333866, 19.670273908828513]}",40.94194,19.705,2294117.6470588236
797,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3184935,802,Lezhë,,,,,18695.0,"{'northeast': [41.80102722591796, 19.66697389919655], 'southwest': [41.76619497408204, 19.620248300803453]}",41.78361,19.64361,2294117.6470588236
798,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3184948,803,Fier,,,,,0.0,"{'northeast': [40.44871584875143, 19.819040601129984], 'southwest': [40.43072855124857, 19.795403798870012]}",40.43972,19.80722,2294117.6470588236
799,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185011,804,Shkodër,,,,,0.0,"{'northeast': [42.01954924875143, 19.652383668636915], 'southwest': [42.001561951248576, 19.628171931363084]}",42.01056,19.64028,2294117.6470588236
800,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185087,805,Tirana,Tirana District,,,,1177.0,"{'northeast': [41.21645496487515, 19.9725845051445], 'southwest': [41.214656235124856, 19.970193294855502]}",41.21556,19.97139,2294117.6470588236
801,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185102,806,Gjirokastër,Rrethi i Tepelenës,,,,0.0,"{'northeast': [40.45659839750286, 19.868083975136237], 'southwest': [40.42062380249715, 19.820804824863764]}",40.43861,19.84444,2294117.6470588236
802,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185133,807,Shkodër,Rrethi i Malësia e Madhe,,,,4078.0,"{'northeast': [42.22139982829145, 19.44690634008822], 'southwest': [42.20582237170855, 19.425871459911782]}",42.21361,19.43639,2294117.6470588236
803,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185211,808,Tirana,Rrethi i Kavajës,,,,29354.0,"{'northeast': [41.207585450366814, 19.586226655124864], 'southwest': [41.16352574963319, 19.527662144875134]}",41.18556,19.55694,2294117.6470588236
804,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185318,809,Fier,,,,,0.0,"{'northeast': [40.64664264875143, 19.522406380664503], 'southwest': [40.628655351248575, 19.4986996193355]}",40.63765,19.51055,2294117.6470588236
805,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185404,810,Shkodër,,,,,0.0,"{'northeast': [42.34566034875143, 19.446335169683543], 'southwest': [42.327673051248574, 19.421998230316454]}",42.33667,19.43417,2294117.6470588236
806,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185408,811,Durrës,,,,,0.0,"{'northeast': [41.48288254875143, 19.561171779684383], 'southwest': [41.46489525124857, 19.53716162031562]}",41.47389,19.54917,2294117.6470588236
807,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185638,812,Durrës,Krujë District,,,,10458.0,"{'northeast': [41.491052240039494, 19.734757687424995], 'southwest': [41.46561435996051, 19.700797912575005]}",41.47833,19.71778,2294117.6470588236
808,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185670,813,Fier,,,,,60995.0,"{'northeast': [40.74846405009988, 19.608638831794714], 'southwest': [40.68486934990012, 19.524694568205284]}",40.71667,19.56667,2294117.6470588236
809,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185728,814,Durrës,Durrës District,,,,122034.0,"{'northeast': [41.368742525665944, 19.51490882787692], 'southwest': [41.27835747433405, 19.39447117212308]}",41.32355,19.45469,2294117.6470588236
810,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3185938,815,Shkodër,,,,,0.0,"{'northeast': [41.96871584875143, 19.546262903741408], 'southwest': [41.950728551248574, 19.522070496258593]}",41.95972,19.53417,2294117.6470588236
811,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3186084,816,Berat,Berat District,,,,46866.0,"{'northeast': [40.733915959225484, 19.98928287643466], 'southwest': [40.67775064077452, 19.91516152356534]}",40.70583,19.95222,2294117.6470588236
812,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3186177,817,Lezhë,,,,,0.0,"{'northeast': [41.922604748751425, 19.92125415825436], 'southwest': [41.90461745124857, 19.89707924174564]}",41.91361,19.90917,2294117.6470588236
813,6,P132982,RRMSP,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Transport,#,156000000.0,68,3343671,818,Durrës,,,,,0.0,"{'northeast': [41.473438048751426, 19.731725530383535], 'southwest': [41.45545075124857, 19.707718869616464]}",41.46444,19.71972,2294117.6470588236
814,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1585279,819,,,,,,0.0,{},19.88252,105.75805,718181.8181818182
815,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1651983,820,Phôngsali,,,,,0.0,"{'northeast': [21.792326948751427, 101.80968584227911], 'southwest': [21.77433965124857, 101.79031415772089]}",21.78333,101.8,718181.8181818182
816,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1652037,821,Houaphan,,,,,0.0,{},20.45,103.31667,718181.8181818182
817,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1652070,822,Xiagnabouli,Muang Ngeun,,,,0.0,{},19.72046,101.13548,718181.8181818182
818,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1652077,823,Xiangkhoang,,,,,37507.0,"{'northeast': [20.1515598297119, 104.265266418457], 'southwest': [18.7205505371094, 102.416702270508]}",19.46667,103.5,718181.8181818182
819,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1652080,824,Houaphan,Muang Xiengkhor,,,,0.0,{},20.81667,104.15,718181.8181818182
820,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1652081,825,Xiagnabouli,Muang Xianghon,,,,0.0,{},19.70479,100.83458,718181.8181818182
821,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1652194,826,Bolikhamsai,,,,,0.0,{},18.37656,103.65791,718181.8181818182
822,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1652202,827,,,,,,,,,,718181.8181818182
823,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1652210,828,Xiagnabouli,,,,,382200.0,"{'northeast': [20.1608292212511, 101.866653442383], 'southwest': [17.4660210010001, 100.403787]}",18.5,101.5,718181.8181818182
824,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1653676,829,Xiagnabouli,,,,,0.0,{},18.94785,101.79884,718181.8181818182
825,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1653892,830,Phôngsali,Muang Phôngsali,,,,0.0,{},21.86402,102.20075,718181.8181818182
826,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1653893,831,Phôngsali,,,,,199900.0,"{'northeast': [22.50904495, 102.993277702], 'southwest': [20.9855499267578, 101.548671655]}",21.75,102.33333,718181.8181818182
827,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1654248,832,Xiangkhoang,Muang Pèk,,,,0.0,{},19.513720000000006,103.27385,718181.8181818182
828,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1654380,833,,,,,,,,,,718181.8181818182
829,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1654398,834,Xiagnabouli,Muang Paklay,,,,0.0,{},18.39471,101.50389,718181.8181818182
830,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1654415,835,Bolikhamsai,Muang Pakkading,,,,0.0,{},18.28749,104.1846,718181.8181818182
831,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1654418,836,Oudômxai,Muang Pakbèng,,,,0.0,{},19.93573,101.06482,718181.8181818182
832,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1654491,837,Oudômxai,,,,,275300.0,"{'northeast': [21.2874557644125, 102.448013305664], 'southwest': [19.8055534362793, 100.57679239157103]}",20.16667,101.5,718181.8181818182
833,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1654496,838,Louangphabang,,,,,0.0,{},20.05414,102.21188,718181.8181818182
834,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1654902,839,Oudômxai,Muang Namo,,,,0.0,{},20.89077,101.72765,718181.8181818182
835,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1655078,840,Oudômxai,,,,,25000.0,"{'northeast': [20.71240408847673, 102.00518073512438], 'southwest': [20.67218326852884, 101.96218071507093]}",20.69229,101.98368,718181.8181818182
836,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1655092,841,Xiagnabouli,,,,,0.0,"{'northeast': [18.408993648751427, 101.19281200797415], 'southwest': [18.39100635124857, 101.17385459202585]}",18.4,101.18333,718181.8181818182
837,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1655210,842,Xiagnabouli,,,,,0.0,"{'northeast': [19.71149364875143, 101.34927565351559], 'southwest': [19.693506351248573, 101.3301687464844]}",19.7025,101.33972,718181.8181818182
838,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1655927,843,Phôngsali,,,,,0.0,{},21.36005,101.98359,718181.8181818182
839,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1656000,844,Oudômxai,Muang La,,,,0.0,{},20.92056,102.13268,718181.8181818182
840,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1656290,845,Phôngsali,Muang Khoa,,,,0.0,{},21.06711,102.37624,718181.8181818182
841,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1656546,846,Bolikhamsai,Muang Khamkeut,,,,0.0,{},18.35234,104.92141,718181.8181818182
842,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1656563,847,Xiangkhoang,Muang Kham,,,,0.0,{},19.75768,103.65689,718181.8181818182
843,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1656878,848,Bolikhamsai,,,,,0.0,{},18.31795,103.99642,718181.8181818182
844,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1656964,849,Oudômxai,Muang Houn,,,,0.0,{},20.07205,101.43223,718181.8181818182
845,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1657114,850,Houaphan,,,,,286383.0,"{'northeast': [20.978220874, 104.992822431], 'southwest': [19.609846772, 103.01969909668]}",20.5,104.0,718181.8181818182
846,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1657120,851,Houaphan,Muang Houamuang,,,,0.0,{},20.06257,103.84032,718181.8181818182
847,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1657146,852,Xiagnabouli,Muang Hôngsa,,,,0.0,{},19.69815,101.49796,718181.8181818182
848,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1657387,853,Xiangkhoang,,,,,0.0,{},19.42952,103.15192,718181.8181818182
849,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1657704,854,Bolikhamsai,,,,,0.0,{},18.41161,105.02064,718181.8181818182
850,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1657870,855,Phôngsali,Muang Boun Tai,,,,0.0,{},21.33209,101.99845,718181.8181818182
851,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1657896,856,Bolikhamsai,Muang Bolikhan,,,,0.0,{},18.71397,103.71158,718181.8181818182
852,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1657942,858,Oudômxai,Muang Bèng,,,,0.0,{},20.35359,101.73128,718181.8181818182
853,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904617,859,Bolikhamsai,,,,,214900.0,"{'northeast': [19.1200699090001, 105.331443333], 'southwest': [17.8902605177561, 102.917999267578]}",18.5,104.33333,718181.8181818182
854,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904794,860,,,,,,,,,,718181.8181818182
855,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904795,861,Bolikhamsai,Muang Thaphabat,,,,0.0,{},18.3994,103.14065,718181.8181818182
856,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904803,862,,,,,,,,,,718181.8181818182
857,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904804,863,,,,,,,,,,718181.8181818182
858,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904805,864,Xiagnabouli,Muang Phiang,,,,0.0,{},18.87675,101.47001,718181.8181818182
859,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904806,865,Xiagnabouli,Muang Khop,,,,0.0,{},19.66457,100.56103,718181.8181818182
860,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904812,866,Xiangkhoang,Muang Nonghèt,,,,0.0,{},19.56048,103.92355,718181.8181818182
861,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904813,867,Xiangkhoang,Muang Phaxai,,,,0.0,{},19.25808,103.09067,718181.8181818182
862,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904814,868,Xiangkhoang,Muang Khoun,,,,0.0,{},19.27979,103.50898,718181.8181818182
863,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904815,869,,,,,,,,,,718181.8181818182
864,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904816,870,Xiangkhoang,Muang Phou Kont,,,,0.0,{},19.62585,103.01856,718181.8181818182
865,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904817,871,Houaphan,Muang Xam-Tai,,,,0.0,{},19.93248,104.54561,718181.8181818182
866,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904818,872,Houaphan,Muang Viangxai,,,,0.0,{},20.36113,104.38887,718181.8181818182
867,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904819,873,Bolikhamsai,Muang Viangthong,,,,0.0,{},18.493,104.46,718181.8181818182
868,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904820,874,Oudômxai,Muang Nga,,,,0.0,{},20.1739,101.95155,718181.8181818182
869,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904828,875,Phôngsali,Muang Mai,,,,0.0,{},21.38471,102.72594,718181.8181818182
870,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904829,876,Phôngsali,Muang Boun-Nua,,,,0.0,{},21.66787,101.89396,718181.8181818182
871,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1904830,877,Phôngsali,Muang Gnot-Ou,,,,0.0,{},22.19586,101.874,718181.8181818182
872,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,1955396,878,Houaphan,,,,,0.0,{},20.60171,104.28191,718181.8181818182
873,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,6942227,879,Bolikhamsai,,,,,0.0,{},18.381970000000006,103.09982,718181.8181818182
874,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,7647987,880,Phôngsali,Samphanh,,,,0.0,{},21.57,102.41,718181.8181818182
875,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,7648342,881,Houaphan,Sopbao,,,,0.0,{},20.66,104.38,718181.8181818182
876,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,7648343,882,Houaphan,Muang Et,,,,0.0,{},20.71,103.85,718181.8181818182
877,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,10376616,883,Khammouan,,,,,0.0,{},17.95851,105.29571,718181.8181818182
878,7,P158504,Lao Road Sector Project 2,2017,#,IBRD/IDA,Lao People's Democratic Republic,EAP,WB,Lending,Transport,#,47400000.0,66,10376617,884,Houaphan,,,,,0.0,{},20.0,103.3,718181.8181818182
879,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220012,885,Republican Subordination,Tursunzoda District,,,,0.0,{},38.58333,68.16667,153846.15384615384
880,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220112,886,Khatlon,,,,,17471.0,"{'northeast': [38.33090857614241, 69.05929010501792], 'southwest': [38.29725742385758, 69.01639189498208]}",38.31408,69.03784,153846.15384615384
881,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220137,887,Khatlon,,,,,0.0,"{'northeast': [37.94235864875143, 68.75946614677186], 'southwest': [37.924371351248574, 68.73665785322815]}",37.93337,68.74806,153846.15384615384
882,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220163,888,Khatlon,,,,,21736.0,"{'northeast': [37.82303341005923, 69.66831768307055], 'southwest': [37.78487658994077, 69.62001231692945]}",37.80396,69.64416999999999,153846.15384615384
883,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220210,889,Gorno-Badakhshan,,,,,0.0,"{'northeast': [38.388763297502855, 71.47769239013262], 'southwest': [38.35278870249714, 71.4317956098674]}",38.37078,71.45474,153846.15384615384
884,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220219,890,Khatlon,,,,,15215.0,"{'northeast': [37.730429456582904, 68.85425889588068], 'southwest': [37.6992745434171, 68.81486710411933]}",37.71485,68.83456,153846.15384615384
885,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220253,891,Sughd,Istaravshan,,,,52851.0,"{'northeast': [39.94403255840473, 69.04218154857391], 'southwest': [39.88437544159527, 68.9643684514261]}",39.9142,69.00328,153846.15384615384
886,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220409,892,,,,,,7487489.0,"{'northeast': [41.0443670000001, 75.1539560000001], 'southwest': [36.672037001, 67.3420120000001]}",39.0,71.0,153846.15384615384
887,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220576,893,Khatlon,,,,,13042.0,"{'northeast': [37.27628520726502, 68.15636277401131], 'southwest': [37.24784479273498, 68.12062122598869]}",37.26206,68.13849,153846.15384615384
888,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220685,894,Gorno-Badakhshan,,,,,0.0,"{'northeast': [37.96286029750286, 71.58025965986761], 'southwest': [37.926885702497145, 71.5346303401324]}",37.94487,71.55745,153846.15384615384
889,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220701,895,Republican Subordination,,,,,7731.0,"{'northeast': [38.79358092518341, 69.88494042288723], 'southwest': [38.77155107481659, 69.85667557711277]}",38.78257,69.87080999999999,153846.15384615384
890,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220750,896,Khatlon,,,,,8019.0,"{'northeast': [37.24735592518341, 69.1129473259792], 'southwest': [37.22532607481659, 69.08527267402079]}",37.23634000000001,69.09911,153846.15384615384
891,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220798,897,Sughd,,,,,35085.0,"{'northeast': [39.51946114037195, 67.64070511195823], 'southwest': [39.47102885962804, 67.57792088804177]}",39.49524,67.60931,153846.15384615384
892,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220826,898,Khatlon,,,,,21736.0,"{'northeast': [37.51126641005853, 69.42760844015848], 'southwest': [37.473109589941465, 69.37950555984153]}",37.49219,69.40356,153846.15384615384
893,8,P154561,Real Estate Registration Project,2016,2017,IBRD/IDA,Tajikistan,ECA,WB,Lending,"Social, Urban, Rural and Resilience Global Practice",#,10000000.0,65,1220854,899,Republican Subordination,Vahdat,,,,182553.0,{},38.83333,69.33333,153846.15384615384
